no,Replicate,id,j,a,b,c,z,x1,x2,x3,E,y,
15,58,1,29335,0.09687,0.30092,0.94289,-0.09380,13.87480,22.03660,47.71570,-18.06000,195.44000,
16,58,1,29367,0.66826,0.27621,0.51438,-1.29429,36.73060,21.04850,30.57520,-1746.17000,-1322.24000,
17,58,1,29540,0.05325,0.36843,0.25950,1.03004,12.12990,24.73710,20.38010,151.55000,322.97000,
18,58,1,32178,0.29165,0.02664,0.24629,0.72391,21.66600,11.06560,19.85160,339.81000,592.39000,
19,58,1,33831,0.43390,0.80631,0.59407,0.67758,27.35600,42.25230,33.76270,507.07000,861.65000,
20,58,1,34248,0.91647,0.16705,0.21317,1.10949,46.65880,16.68190,18.52660,2415.39000,2922.19000,
21,58,1,34377,0.01984,0.55370,0.16253,-0.61506,10.79360,32.14790,16.50130,-71.66000,89.93000,
22,58,1,35322,0.53674,0.94245,0.55391,1.01778,31.46940,47.69800,32.15640,1007.94000,1407.48000,
23,58,1,36776,0.12709,0.00709,0.22806,0.31714,15.08380,10.28340,19.12240,72.16000,257.40000,
24,58,1,37145,0.03020,0.18808,0.63539,1.08122,11.20790,17.52320,35.41570,135.82000,305.84000,
25,58,1,37788,0.88502,0.99727,0.14642,-0.69847,45.40080,49.89090,15.85670,-1439.70000,-914.94000,
26,58,1,40087,0.87173,0.25564,0.38282,1.24947,44.86920,20.22560,25.31300,2515.50000,3014.73000,
27,58,1,40354,0.86313,0.47932,0.10521,-0.96648,44.52510,29.17260,14.20820,-1916.02000,-1422.39000,
28,58,1,43689,0.73010,0.65239,0.34491,1.31045,39.20420,36.09540,23.79630,2014.11000,2471.05000,
29,58,1,46112,0.64644,0.03348,0.39289,-0.46214,35.85740,11.33910,25.71560,-594.21000,-193.58000,
30,58,1,46403,0.32202,0.14885,0.98683,1.65350,22.88060,15.95410,49.47320,865.64000,1164.88000,
1,59,1,470,0.17349,0.05431,0.46310,-1.25926,16.93950,12.17230,28.52390,-361.34000,-146.25000,
2,59,1,3698,0.89790,0.78896,0.28449,0.92911,45.91620,41.55850,21.37960,1958.83000,2485.93000,
3,59,1,4922,0.87538,0.64279,0.65087,1.00196,45.01530,35.71180,36.03490,2030.36000,2557.25000,
4,59,1,5805,0.73150,0.00811,0.97608,-0.21352,39.25980,10.32440,49.04310,-329.11000,127.85000,
5,59,1,7660,0.32102,0.45589,0.89205,-0.57463,22.84100,28.23550,45.68200,-299.79000,7.54000,
6,59,1,9573,0.33430,0.55260,0.25063,1.15428,23.37210,32.10400,20.02530,630.53000,921.38000,
7,59,1,9703,0.76245,0.65874,0.72500,-0.87628,40.49800,36.34950,39.00000,-1437.18000,-951.85000,
8,59,1,10235,0.46382,0.44551,0.86823,-2.63501,28.55290,27.82040,44.72900,-2148.24000,-1785.16000,
9,59,1,10884,0.59539,0.95665,0.02745,1.58822,33.81550,48.26590,11.09790,1816.10000,2218.62000,
10,59,1,12255,0.70615,0.05806,0.75992,1.74066,38.24610,12.32220,40.39690,2546.18000,2986.36000,
11,59,1,16220,0.35710,0.16447,0.99711,0.19522,24.28420,16.57870,49.88450,115.13000,429.43000,
12,59,1,19518,0.66924,0.46214,0.42925,-1.10565,36.76970,28.48550,27.16990,-1494.85000,-1066.50000,
13,59,1,20966,0.75141,0.14861,0.44631,-0.03635,40.05630,15.94450,27.85260,-58.32000,391.04000,
14,59,1,23373,0.20797,0.69616,0.93511,-0.19749,18.31880,37.84650,47.40430,-66.27000,207.17000,
15,59,1,25774,0.46859,0.96759,0.84303,-0.36227,28.74360,48.70360,43.72140,-299.30000,85.56000,
16,59,1,28108,0.70319,0.00147,0.69586,-0.22006,38.12770,10.05890,37.83420,-319.91000,114.26000,
17,59,1,30218,0.96933,0.97112,0.12179,0.61878,48.77310,48.84480,14.87170,1471.96000,2028.41000,
18,59,1,30810,0.14106,0.49266,0.23068,1.10292,15.64240,29.70640,19.22710,269.87000,480.23000,
19,59,1,33458,0.26284,0.81039,0.23061,0.23888,20.51350,42.41550,19.22450,100.52000,372.30000,
20,59,1,36516,0.69916,0.38378,0.34461,0.84057,37.96620,25.35120,23.78450,1211.63000,1645.42000,
21,59,1,36722,0.93899,0.99922,0.85967,1.64469,47.55950,49.96890,44.38690,3720.14000,4295.09000,
22,59,1,37007,0.41406,0.67287,0.74227,-0.73318,26.56250,36.91490,39.69070,-517.31000,-170.08000,
23,59,1,37251,0.46171,0.08731,0.33730,1.32204,28.46820,13.49240,23.49200,1071.44000,1398.10000,
24,59,1,37600,0.93985,0.94413,0.37911,0.27131,47.59400,47.76510,25.16440,614.56000,1168.43000,
25,59,1,41776,0.13709,0.32957,0.14408,1.44693,15.48370,23.18270,15.76330,346.90000,545.68000,
26,59,1,43960,0.51164,0.76086,0.66295,1.00335,30.46550,40.43420,36.51800,931.25000,1317.86000,
27,59,1,44779,0.41536,0.00532,0.12371,-2.18968,26.61420,10.21290,14.94830,-1550.99000,-1254.68000,
28,59,1,44981,0.28049,0.02800,0.04346,0.74561,21.21970,11.12020,11.73840,335.73000,575.79000,
29,59,1,47834,0.81996,0.97511,0.49927,-0.37701,42.79830,49.00430,29.97070,-690.56000,-178.60000,
30,59,1,47844,0.81096,0.96284,0.94315,0.75335,42.43830,48.51360,47.72600,1356.78000,1882.41000,
1,60,1,1037,0.56723,0.08509,0.38562,-0.45523,32.68910,13.40340,25.42500,-486.45000,-115.73000,
2,60,1,3077,0.50126,0.96071,0.04757,0.14967,30.05020,48.42840,11.90270,135.16000,500.99000,
3,60,1,3558,0.07339,0.13162,0.33444,0.75073,12.93560,15.26470,23.37750,125.62000,298.62000,
4,60,1,5708,0.18740,0.07399,0.50215,-0.39404,17.49580,12.95980,30.08590,-120.62000,102.39000,
5,60,1,9529,0.68511,0.03586,0.37566,2.03376,37.40430,11.43450,25.02630,2845.40000,3260.91000,
6,60,1,10778,0.51468,0.67567,0.32587,-0.58379,30.58720,37.02670,23.03460,-546.18000,-175.25000,
7,60,1,11151,0.78665,0.00431,0.11152,0.90708,41.46590,10.17250,14.46070,1559.65000,2003.94000,
8,60,1,12340,0.53699,0.06821,0.78327,1.41153,31.47950,12.72860,41.33090,1398.77000,1772.62000,
9,60,1,13450,0.36289,0.94722,0.18938,-0.78903,24.51550,47.88880,17.57520,-474.22000,-158.60000,
10,60,1,14685,0.85898,0.46700,0.91394,-1.69897,44.35910,28.68010,46.55770,-3343.12000,-2819.29000,
11,60,1,18944,0.19007,0.77467,0.73367,-2.18001,17.60280,40.98680,39.34660,-675.50000,-414.14000,
12,60,1,18973,0.53693,0.99159,0.22255,-0.36585,31.47720,49.66370,18.90220,-362.49000,25.85000,
13,60,1,19377,0.13261,0.03266,0.08825,0.49541,15.30460,11.30640,13.53010,116.04000,298.92000,
14,60,1,22454,0.21138,0.70218,0.15580,0.17137,18.45510,38.08720,16.23220,58.37000,302.24000,
15,60,1,23233,0.27707,0.55217,0.13697,-0.86401,21.08280,32.08660,15.47870,-384.04000,-120.65000,
16,60,1,28478,0.51091,0.04825,0.73594,1.89320,30.43630,11.92990,39.43760,1753.80000,2114.53000,
17,60,1,29772,0.12896,0.45412,0.59018,1.55740,15.15840,28.16480,33.60720,357.86000,576.21000,
18,60,1,32296,0.77241,0.89782,0.82591,2.18341,40.89650,45.91260,43.03630,3651.80000,4154.71000,
19,60,1,35681,0.44477,0.16348,0.93006,-0.42077,27.79070,16.53940,47.20260,-324.97000,21.68000,
20,60,1,36014,0.54485,0.16070,0.13724,-0.51453,31.79400,16.42790,15.48950,-520.11000,-165.26000,
21,60,1,37065,0.29426,0.32797,0.71907,0.27759,21.77060,23.11890,38.76280,131.56000,416.15000,
22,60,1,37096,0.05647,0.50430,0.09209,0.62888,12.25860,30.17220,13.68370,94.50000,265.95000,
23,60,1,37318,0.93261,0.71718,0.90825,-0.84186,47.30430,38.68720,46.33000,-1883.82000,-1320.76000,
24,60,1,37339,0.08112,0.10770,0.12624,-1.14849,13.24460,14.30820,15.04940,-201.47000,-34.66000,
25,60,1,39018,0.73567,0.44716,0.80218,0.88621,39.42700,27.88640,42.08730,1377.60000,1846.84000,
26,60,1,39178,0.56602,0.45764,0.59704,-0.09235,32.64060,28.30560,33.88180,-98.39000,295.20000,
27,60,1,39423,0.22509,0.86398,0.56798,0.02434,19.00380,44.55930,32.71900,8.79000,281.11000,
28,60,1,40058,0.17558,0.26380,0.64662,-0.44518,17.02330,20.55190,35.86490,-129.01000,102.64000,
29,60,1,49111,0.40628,0.69762,0.42026,0.02349,26.25130,37.90480,26.81030,16.19000,348.41000,
30,60,1,49705,0.99133,0.97835,0.43615,-0.95315,49.65320,49.13400,27.44600,-2349.93000,-1771.82000,
1,61,1,97,0.62702,0.26960,0.18137,-0.67593,35.08080,20.78400,17.25480,-831.84000,-437.99000,
2,61,1,2447,0.00039,0.84926,0.00698,0.01898,10.01570,43.97020,10.27910,1.90000,161.31000,
3,61,1,3138,0.09769,0.15027,0.34645,-2.13493,13.90770,16.01060,23.85810,-412.95000,-229.00000,
4,61,1,3377,0.57239,0.76556,0.89331,0.11518,32.89550,40.62230,45.73230,124.64000,544.95000,
5,61,1,4377,0.21897,0.05947,0.47518,0.63075,18.75890,12.37880,29.00730,221.96000,455.94000,
6,61,1,5507,0.44942,0.42156,0.41178,-1.12856,27.97690,26.86240,26.47120,-883.33000,-545.23000,
7,61,1,5574,0.58870,0.40532,0.20511,2.80593,33.54800,26.21290,18.20430,3157.99000,3542.88000,
8,61,1,8021,0.11753,0.32997,0.19501,-1.34717,14.70110,23.19900,17.80060,-291.16000,-98.14000,
9,61,1,8111,0.88682,0.52613,0.18233,-0.60012,45.47280,31.04530,17.29330,-1240.91000,-732.85000,
10,61,1,13156,0.81256,0.97097,0.78092,-0.61816,42.50220,48.83880,41.23690,-1116.66000,-596.57000,
11,61,1,13423,0.70769,0.84887,0.39514,-0.02765,38.30740,43.95500,25.80570,-40.58000,417.25000,
12,61,1,13558,0.70588,0.65352,0.76634,0.50853,38.23510,36.14070,40.65350,743.43000,1207.57000,
13,61,1,14760,0.66244,0.27475,0.32719,-0.68530,36.49770,20.99020,23.08750,-912.88000,-498.82000,
14,61,1,15460,0.08214,0.69631,0.55215,1.51233,13.28550,37.85250,32.08610,266.93000,474.73000,
15,61,1,16238,0.01459,0.74286,0.51224,1.57736,10.58370,39.71440,30.48980,176.69000,357.73000,
16,61,1,17084,0.06216,0.55462,0.74338,-2.43263,12.48650,32.18460,39.73530,-379.28000,-177.49000,
17,61,1,18946,0.18182,0.83084,0.71207,0.05411,17.27270,43.23350,38.48270,16.14000,275.59000,
18,61,1,21376,0.86875,0.98353,0.09814,2.68932,44.75020,49.34110,13.92550,5385.57000,5901.34000,
19,61,1,29053,0.05398,0.31357,0.56044,-0.12843,12.15900,22.54260,32.41740,-18.99000,162.56000,
20,61,1,29736,0.78577,0.69899,0.07993,1.07429,41.43060,37.95970,13.19700,1844.02000,2314.49000,
21,61,1,30015,0.88907,0.81098,0.74138,0.46584,45.56300,42.43920,39.65510,967.07000,1509.80000,
22,61,1,30736,0.37976,0.06977,0.43703,-0.91558,25.19030,12.79060,27.48140,-580.99000,-283.81000,
23,61,1,33027,0.04688,0.48403,0.83411,-1.58824,11.87510,29.36130,43.36430,-223.97000,-27.49000,
24,61,1,34161,0.06275,0.29103,0.37597,2.04518,12.51010,21.64120,25.03860,320.08000,496.86000,
25,61,1,35929,0.91533,0.53748,0.99019,-0.29651,46.61330,31.49940,49.60760,-644.25000,-92.01000,
26,61,1,38007,0.62724,0.21317,0.06597,-1.26899,35.08970,18.52670,12.63870,-1562.49000,-1175.43000,
27,61,1,38891,0.46178,0.06962,0.31270,0.47054,28.47140,12.78490,22.50780,381.43000,706.43000,
28,61,1,42485,0.04827,0.29393,0.43763,0.58679,11.93090,21.75730,27.50500,83.53000,257.10000,
29,61,1,47399,0.01909,0.55065,0.27680,2.14141,10.76350,32.02610,21.07190,248.09000,413.82000,
30,61,1,49447,0.11113,0.80232,0.53886,-0.83786,14.44540,42.09300,31.55440,-174.84000,48.27000,
1,62,1,1125,0.63940,0.64286,0.67525,-0.24692,35.57580,35.71450,37.01010,-312.51000,120.97000,
2,62,1,3000,0.82448,0.95372,0.22810,0.03496,42.97930,48.14870,19.12390,64.58000,566.64000,
3,62,1,6422,0.88534,0.60404,0.34385,0.11176,45.41380,34.16150,23.75380,230.50000,747.55000,
4,62,1,7459,0.47706,0.34077,0.15261,2.06791,29.08230,23.63070,16.10440,1749.00000,2084.55000,
5,62,1,7653,0.93434,0.49119,0.00939,0.04173,47.37380,29.64750,10.37570,93.66000,612.42000,
6,62,1,8673,0.26129,0.05557,0.95505,-2.10657,20.45150,12.22270,48.20200,-881.10000,-611.16000,
7,62,1,9291,0.51106,0.42490,0.17521,0.69286,30.44240,26.99610,17.00830,642.10000,995.53000,
8,62,1,10042,0.64842,0.39643,0.32986,-1.04374,35.93700,25.85700,23.19450,-1347.96000,-934.54000,
9,62,1,11214,0.39349,0.83823,0.09055,0.81557,25.73980,43.52910,13.62210,540.35000,859.90000,
10,62,1,13236,0.71994,0.42876,0.10838,-0.78976,38.79750,27.15040,14.33500,-1188.78000,-754.32000,
11,62,1,14652,0.18422,0.03208,0.01595,-0.16915,17.36880,11.28320,10.63810,-51.03000,149.58000,
12,62,1,18952,0.26201,0.49219,0.60366,0.24146,20.48020,29.68740,34.14630,101.28000,374.91000,
13,62,1,21208,0.69602,0.15828,0.96041,-1.29515,37.84080,16.33140,48.41650,-1854.56000,-1406.40000,
14,62,1,23125,0.20208,0.30304,0.36744,-0.18784,18.08340,22.12160,24.69740,-61.42000,171.23000,
15,62,1,24402,0.11402,0.83515,0.32268,-0.04055,14.56070,43.40620,22.90710,-8.60000,208.32000,
16,62,1,24452,0.00062,0.09539,0.13292,1.61856,10.02480,13.81570,15.31680,162.66000,297.04000,
17,62,1,25843,0.13249,0.40851,0.08283,0.37248,15.29980,26.34050,13.31320,87.19000,284.84000,
18,62,1,28177,0.10225,0.30706,0.51160,0.40087,14.09010,22.28250,30.46390,79.59000,278.23000,
19,62,1,29124,0.37645,0.27905,0.08696,0.83059,25.05800,21.16180,13.47860,521.53000,811.75000,
20,62,1,31233,0.84563,0.85784,0.55168,1.10157,43.82510,44.31370,32.06720,2115.73000,2635.36000,
21,62,1,31415,0.54023,0.30776,0.69946,1.71182,31.60920,22.31020,37.97840,1710.35000,2091.73000,
22,62,1,33205,0.01846,0.25203,0.97724,0.28703,10.73840,20.08100,49.08970,33.10000,214.65000,
23,62,1,33452,0.88948,0.23503,0.26074,0.97801,45.57910,19.40120,20.42950,2031.78000,2532.40000,
24,62,1,34417,0.45986,0.63853,0.14184,1.13666,28.39450,35.54130,15.67350,916.43000,1256.59000,
25,62,1,35978,0.25088,0.17616,0.25312,-1.72132,20.03510,17.04650,20.12490,-690.94000,-448.42000,
26,62,1,35989,0.65008,0.48945,0.11666,2.72135,36.00330,29.57820,14.66650,3527.51000,3936.79000,
27,62,1,37247,0.26858,0.78742,0.15083,-0.18265,20.74330,41.49660,16.03320,-78.59000,191.37000,
28,62,1,38465,0.69911,0.02398,0.79937,1.30649,37.96450,10.95900,41.97490,1883.05000,2320.63000,
29,62,1,46725,0.00057,0.75688,0.57559,1.69942,10.02270,40.27520,33.02350,170.72000,349.24000,
30,62,1,47179,0.22513,0.65317,0.89634,1.12523,19.00500,36.12670,45.85360,406.42000,683.45000,
1,63,1,2649,0.67979,0.32458,0.73981,2.00571,37.19160,22.98310,39.59240,2774.33000,3213.82000,
2,63,1,5669,0.51836,0.57633,0.52146,1.34509,30.73420,33.05340,30.85840,1270.56000,1646.81000,
3,63,1,8005,0.29203,0.64704,0.79138,-0.96506,21.68120,35.88150,41.65520,-453.65000,-154.30000,
4,63,1,11098,0.15465,0.89224,0.58314,-1.39656,16.18620,45.68970,33.32570,-365.89000,-120.01000,
5,63,1,12331,0.16999,0.07443,0.87203,1.70425,16.79940,12.97730,44.88110,480.97000,711.83000,
6,63,1,12827,0.60839,0.92649,0.65992,0.59547,34.33570,47.05970,36.39680,702.02000,1133.83000,
7,63,1,15426,0.82102,0.09994,0.92488,-0.90379,42.84060,13.99770,46.99510,-1658.75000,-1164.35000,
8,63,1,15748,0.23103,0.88551,0.04640,-1.08023,19.24100,45.42040,11.85610,-399.92000,-145.23000,
9,63,1,17490,0.83811,0.25158,0.99529,-0.70230,43.52440,20.06310,49.81170,-1330.42000,-820.30000,
10,63,1,19136,0.57020,0.59351,0.27900,-1.33681,32.80790,33.74060,21.16000,-1438.88000,-1050.90000,
11,63,1,24091,0.04820,0.36095,0.65812,1.27342,11.92810,24.43780,36.32480,181.18000,366.23000,
12,63,1,24401,0.51503,0.69816,0.49817,1.75313,30.60100,37.92650,29.92700,1641.67000,2020.53000,
13,63,1,24607,0.78181,0.20398,0.22661,0.40926,41.27240,18.15900,19.06460,697.14000,1152.09000,
14,63,1,25466,0.53769,0.01326,0.00124,-0.71027,31.50750,10.53030,10.04940,-705.10000,-364.45000,
15,63,1,26053,0.22345,0.38009,0.40639,1.28507,18.93820,25.20380,26.25580,460.90000,706.74000,
16,63,1,28485,0.89348,0.35619,0.21158,-0.27615,45.73910,24.24770,18.46320,-577.73000,-72.63000,
17,63,1,30242,0.84720,0.68622,0.56550,0.08122,43.88810,37.44880,32.61990,156.44000,670.39000,
18,63,1,31948,0.80769,0.72421,0.59356,-0.43457,42.30760,38.96830,33.74240,-777.85000,-277.07000,
19,63,1,32998,0.50276,0.09762,0.77891,0.14502,30.11050,13.90470,41.15620,131.48000,492.65000,
20,63,1,34336,0.33229,0.80974,0.62064,-0.34958,23.29150,42.38970,34.82560,-189.64000,125.49000,
21,63,1,36659,0.04499,0.80139,0.99109,0.92119,11.79960,42.05550,49.64350,128.26000,342.95000,
22,63,1,37159,0.36952,0.73058,0.13657,1.05665,24.78070,39.22300,15.46290,648.87000,956.36000,
23,63,1,40279,0.82823,0.04179,0.64440,0.88198,43.12920,11.67180,35.77610,1640.60000,2124.34000,
24,63,1,41171,0.17129,0.44766,0.63362,-0.35564,16.85150,27.90660,35.34490,-100.99000,135.77000,
25,63,1,42257,0.56246,0.51433,0.25811,-0.11890,32.49830,30.57330,20.32420,-125.57000,255.31000,
26,63,1,43136,0.81641,0.77219,0.76372,0.80439,42.65630,40.88740,40.54870,1463.64000,1976.64000,
27,63,1,43665,0.20724,0.61678,0.52492,1.54204,18.28940,34.67110,30.99670,515.82000,769.38000,
28,63,1,44322,0.34395,0.64129,0.57899,-1.13664,23.75790,35.65180,33.15960,-641.57000,-330.18000,
29,63,1,45839,0.58824,0.46945,0.27510,0.77455,33.52950,28.77780,21.00380,870.78000,1260.85000,
30,63,1,48740,0.95181,0.00978,0.03048,1.58889,48.07250,10.39110,11.21920,3671.88000,4179.21000,
1,64,1,177,0.01193,0.37026,0.88519,-0.47698,10.47700,24.81030,45.40750,-52.36000,127.63000,
2,64,1,2577,0.91133,0.47738,0.02775,-0.18346,46.45310,29.09510,11.10990,-395.89000,113.84000,
3,64,1,4127,0.41142,0.44058,0.77423,-0.01875,26.45670,27.62330,40.96900,-13.13000,325.03000,
4,64,1,5046,0.45865,0.72073,0.06374,0.17742,28.34580,38.82920,12.54960,142.56000,482.39000,
5,64,1,5593,0.57242,0.04871,0.01635,-0.41248,32.89660,11.94850,10.65400,-446.38000,-89.81000,
6,64,1,9143,0.32575,0.65420,0.17935,-0.15233,23.03010,36.16790,17.17390,-80.79000,207.85000,
7,64,1,12657,0.67031,0.49778,0.55319,1.10335,36.81220,29.91120,32.12780,1495.20000,1930.36000,
8,64,1,14339,0.01631,0.10382,0.98742,-0.86244,10.65230,14.15280,49.49690,-97.86000,77.31000,
9,64,1,17372,0.57184,0.77972,0.31023,-0.62649,32.87370,41.18870,22.40900,-677.04000,-279.70000,
10,64,1,18594,0.51223,0.77744,0.52869,-1.68172,30.48930,41.09750,31.14760,-1563.32000,-1181.18000,
11,64,1,19138,0.84800,0.33845,0.65159,-0.22331,43.92000,23.53800,36.06370,-430.76000,73.05000,
12,64,1,19740,0.70840,0.07016,0.22127,-0.46516,38.33610,12.80630,18.85080,-683.63000,-263.61000,
13,64,1,22601,0.52042,0.76186,0.06187,-0.50871,30.81680,40.47440,12.47490,-483.11000,-117.00000,
14,64,1,24331,0.62981,0.68245,0.84694,0.89634,35.19240,37.29810,43.87760,1110.13000,1548.23000,
15,64,1,26510,0.45586,0.73858,0.61649,0.92373,28.23450,39.54320,34.65960,736.38000,1097.93000,
16,64,1,28281,0.13530,0.72872,0.02624,-0.53028,15.41210,39.14860,11.04950,-125.96000,83.36000,
17,64,1,30782,0.57664,0.72464,0.39808,1.30809,33.06550,38.98580,25.92320,1430.17000,1830.74000,
18,64,1,30883,0.53272,0.03457,0.78569,-0.31162,31.30860,11.38260,41.42740,-305.46000,65.44000,
19,64,1,31655,0.87459,0.14909,0.50398,-0.18390,44.98380,15.96370,30.15910,-372.14000,128.82000,
20,64,1,36943,0.23640,0.30805,0.36944,0.06777,19.45600,22.32190,24.77750,25.65000,272.31000,
21,64,1,39361,0.25527,0.22180,0.08171,-0.89620,20.21070,18.87190,13.26850,-366.07000,-126.82000,
22,64,1,41656,0.80821,0.94249,0.84873,-1.33189,42.32830,47.69950,43.94940,-2386.32000,-1866.38000,
23,64,1,43567,0.16820,0.61742,0.15397,0.60469,16.72810,34.69690,16.15890,169.21000,392.35000,
24,64,1,44192,0.53067,0.52050,0.79787,-0.62233,31.22660,30.81980,41.91490,-606.83000,-216.83000,
25,64,1,45036,0.08295,0.97793,0.67235,1.13599,13.31790,49.11730,36.89420,201.49000,425.68000,
26,64,1,46024,0.45179,0.24777,0.52041,-0.63032,28.07160,19.91080,30.81630,-496.70000,-160.26000,
27,64,1,46769,0.96902,0.87919,0.32289,0.37797,48.76060,45.16760,22.91560,898.66000,1459.35000,
28,64,1,47123,0.73296,0.39592,0.71122,1.03175,39.31850,25.83660,38.44890,1595.03000,2057.50000,
29,64,1,47494,0.89938,0.54525,0.79506,-0.73552,45.97500,31.81010,41.80230,-1554.68000,-1016.32000,
30,64,1,48684,0.54286,0.06771,0.89898,0.47340,31.71450,12.70860,45.95910,476.15000,856.96000,
1,65,1,357,0.91789,0.72215,0.11771,-0.95476,46.71560,38.88600,14.70860,-2083.62000,-1557.86000,
2,65,1,2916,0.57865,0.92251,0.84924,0.24833,33.14600,46.90050,43.96970,272.83000,700.16000,
3,65,1,5958,0.87742,0.78509,0.27915,-1.37677,45.09690,41.40360,21.16590,-2799.98000,-2281.44000,
4,65,1,6504,0.03631,0.73193,0.10795,0.15799,11.45250,39.27710,14.31800,20.72000,193.84000,
5,65,1,11471,0.33784,0.03138,0.32039,1.44494,23.51350,11.25510,22.81560,798.88000,1073.09000,
6,65,1,12430,0.05146,0.07298,0.71811,0.44340,12.05820,12.91900,38.72420,64.47000,241.70000,
7,65,1,12523,0.61975,0.63796,0.39082,-0.61053,34.78990,35.51850,25.63270,-738.95000,-324.90000,
8,65,1,13280,0.45683,0.12949,0.65329,0.26888,28.27320,15.17980,36.13150,214.93000,553.97000,
9,65,1,14535,0.16622,0.73624,0.86860,0.63766,16.64880,39.44950,44.74410,176.75000,432.43000,
10,65,1,15009,0.62469,0.03333,0.79077,2.88488,34.98760,11.33310,41.63090,3531.49000,3939.33000,
11,65,1,15424,0.98276,0.05767,0.36777,0.62312,49.31040,12.30660,24.71080,1515.13000,2050.25000,
12,65,1,16060,0.10665,0.28063,0.99823,0.17487,14.26580,21.22500,49.92920,35.59000,254.40000,
13,65,1,16483,0.61041,0.89084,0.81240,-0.46114,34.41640,45.63350,42.49600,-546.21000,-108.92000,
14,65,1,18744,0.67866,0.77406,0.80167,1.97120,37.14630,40.96260,42.06690,2719.96000,3179.45000,
15,65,1,21125,0.38148,0.79090,0.46812,-0.86786,25.25920,41.63600,28.72500,-553.71000,-225.76000,
16,65,1,21725,0.69669,0.16032,0.94294,1.00651,37.86770,16.41290,47.71770,1443.31000,1891.12000,
17,65,1,22305,0.70357,0.35647,0.79486,-0.39805,38.14290,24.25900,41.79460,-579.12000,-126.64000,
18,65,1,22764,0.12124,0.49465,0.10341,-0.80802,14.84940,29.78590,14.13630,-178.17000,19.24000,
19,65,1,25882,0.12887,0.94479,0.43272,-0.59345,15.15480,47.79180,27.30870,-136.30000,95.35000,
20,65,1,28977,0.69291,0.66853,0.91444,-0.93517,37.71640,36.74130,46.57770,-1330.30000,-864.81000,
21,65,1,30533,0.03919,0.20986,0.76780,0.36613,11.56780,18.39420,40.71220,48.99000,228.78000,
22,65,1,34804,0.01476,0.78726,0.72305,-0.10331,10.59030,41.49050,38.92190,-11.59000,179.73000,
23,65,1,39139,0.79299,0.91396,0.48612,1.11906,41.71970,46.55830,29.44470,1947.77000,2445.97000,
24,65,1,39826,0.55155,0.41138,0.75054,-0.55119,32.06200,26.45530,40.02180,-566.61000,-174.51000,
25,65,1,39869,0.85060,0.18543,0.30514,-1.08865,44.02400,17.41700,22.20560,-2109.93000,-1625.06000,
26,65,1,43941,0.83173,0.09628,0.90485,0.30449,43.26930,13.85110,46.19410,570.08000,1067.81000,
27,65,1,44229,0.41973,0.79244,0.28744,2.03384,26.78900,41.69750,21.49760,1459.59000,1795.67000,
28,65,1,44240,0.90879,0.85619,0.99252,1.49161,46.35170,44.24770,49.70090,3204.70000,3767.16000,
